From	To
Q16539	3FSF
Q16539	3FSK
Q16539	3GC7
Q16539	3GCP
Q16539	3GCQ
Q16539	3GCS
Q16539	3GCU
Q16539	3GCV
Q16539	3GFE
Q16539	3GI3
Q16539	3HA8
Q16539	3HEC
Q16539	3HEG
Q16539	3HL7
Q16539	3HLL
Q16539	3HP2
Q16539	3HP5
Q16539	3HRB
Q16539	3HUB
Q16539	3HUC
Q16539	3HV3
Q16539	3HV4
Q16539	3HV5
Q16539	3HV6
Q16539	3HV7
Q16539	3HVC
Q16539	3IPH
Q16539	3ITZ
Q16539	3IW5
Q16539	3IW6
Q16539	3IW7
Q16539	3IW8
Q16539	3K3I
Q16539	3K3J
Q16539	3KF7
Q16539	3KQ7
Q16539	3L8S
Q16539	3L8X
Q16539	3LFA
Q16539	3LFB
Q16539	3LFC
Q16539	3LFD
Q16539	3LFE
Q16539	3LFF
Q16539	3LHJ
Q16539	3MGY
Q16539	3MH0
Q16539	3MH1
Q16539	3MH2
Q16539	3MH3
Q16539	3MPA
Q16539	3MPT
Q16539	3MVL
Q16539	3MVM
Q16539	3MW1
Q16539	3NEW
Q16539	3NNU
Q16539	3NNV
Q16539	3NNW
Q16539	3NNX
Q16539	3NWW
Q16539	3O8P
Q16539	3O8T
Q16539	3O8U
Q16539	3OBG
Q16539	3OBJ
Q16539	3OC1
Q16539	3OCG
Q16539	3OD6
Q16539	3ODY
Q16539	3ODZ
Q16539	3OEF
Q16539	3PG3
Q16539	3QUD
Q16539	3QUE
Q16539	3RIN
Q16539	3ROC
Q16539	3S3I
Q16539	3S4Q
Q16539	3U8W
Q16539	3UVP
Q16539	3UVQ
Q16539	3UVR
Q16539	3ZS5
Q16539	3ZSG
Q16539	3ZSH
Q16539	3ZSI
Q16539	3ZYA
Q16539	4A9Y
Q16539	4AA0
Q16539	4AA4
Q16539	4AA5
Q16539	4AAC
Q16539	4DLI
Q16539	4DLJ
Q16539	4E5A
Q16539	4E5B
Q16539	4E6A
Q16539	4E6C
Q16539	4E8A
Q16539	4EH2
Q16539	4EH3
Q16539	4EH4
Q16539	4EH5
Q16539	4EH6
Q16539	4EH7
Q16539	4EH8
Q16539	4EH9
Q16539	4EHV
Q16539	4EWQ
Q16539	4F9W
Q16539	4F9Y
Q16539	4FA2
Q16539	4GEO
Q16539	4KIN
Q16539	4KIP
Q16539	4KIQ
Q16539	4L8M
Q16539	4R3C
Q16539	4ZTH
Q16539	5ETA
Q16539	5ETC
Q16539	5ETF
Q16539	5ETI
Q16539	5ML5
Q16539	5MTX
Q16539	5MTY
Q16539	5MZ3
Q16539	5N63
Q16539	5N64
Q16539	5N65
Q16539	5N66
Q16539	5N67
Q16539	5N68
Q16539	5O8U
Q16539	5O8V
Q16539	5OMG
Q16539	5OMH
Q16539	5TBE
Q16539	5TCO
Q16539	5WJJ
Q16539	5XYX
Q16539	5XYY
Q16539	6ANL
Q16539	6HWT
Q16539	6HWU
Q16539	6HWV
Q16539	6M95
Q16539	6M9L
Q16539	6OHD
Q16539	6QDZ
Q16539	6QE1
Q16539	6QYX
Q16539	6RFO
Q16539	6SFI
Q16539	6SFJ
Q16539	6SFK
Q16539	6SFO
Q16539	6TCA
Q16539	6ZQS
Q16539	6ZWP
Q16539	8A8M
Q15759	3GC8
Q15759	3GC9
Q15759	3GP0
O15264	3COI
O15264	4EYJ
O15264	4EYM
O15264	4MYG
O15264	4YNO
O15264	5EKN
O15264	5EKO
P53778	1CM8
P53778	4QUM
P53778	6UNA
P53778	7CGA
Q13153	1F3M
Q13153	1YHV
Q13153	1YHW
Q13153	1ZSG
Q13153	2HY8
Q13153	2QME
Q13153	3DVP
Q13153	3FXZ
Q13153	3FY0
Q13153	3Q4Z
Q13153	3Q52
Q13153	3Q53
Q13153	4DAW
Q13153	4EQC
Q13153	4O0R
Q13153	4O0T
Q13153	4P90
Q13153	4ZJI
Q13153	4ZJJ
Q13153	4ZLO
Q13153	4ZY4
Q13153	4ZY5
Q13153	4ZY6
Q13153	5DEW
Q13153	5DEY
Q13153	5DFP
Q13153	5IME
Q13153	5KBQ
Q13153	5KBR
Q13153	6B16
Q13153	7VTO
Q13177	3PCS
O75914	6FD3
O96013	2BVA
O96013	2CDZ
O96013	2J0I
O96013	2OV2
O96013	2Q0N
O96013	2X4Z
O96013	4APP
O96013	4FIE
O96013	4FIF
O96013	4FIG
O96013	4FIH
O96013	4FII
O96013	4FIJ
O96013	4JDH
O96013	4JDI
O96013	4JDJ
O96013	4JDK
O96013	4L67
O96013	4NJD
O96013	4O0V
O96013	4O0X
O96013	4O0Y
O96013	4XBR
O96013	4XBU
O96013	5BMS
O96013	5I0B
O96013	5UPK
O96013	5UPL
O96013	5VED
O96013	5VEE
O96013	5VEF
O96013	5XVA
O96013	5XVF
O96013	5XVG
O96013	5ZJW
O96013	6WLX
O96013	6WLY
O96013	7CMB
O96013	7CP3
O96013	7CP4
O96013	7S46
O96013	7S47
O96013	7S48
O96013	8AHG
O96013	8AHH
O96013	8AHI
Q9NQU5	2C30
Q9NQU5	2ODB
Q9NQU5	4KS7
Q9NQU5	4KS8
Q9NQU5	6QDR
Q9NQU5	6QDS
Q9P286	2F57
P16234	1GQ5
P16234	5GRN
P16234	5K5X
P16234	6A32
P16234	6JOI
P16234	6JOJ
P16234	6JOK
P16234	6JOL
P16234	7LBF
P16234	7RAM
P09619	1GQ5
P09619	1H9O
P09619	1SHA
P09619	2IUI
P09619	2L6W
P09619	2PLD
P09619	2PLE
P09619	3MJG
O15530	1H1W
O15530	1OKY
O15530	1OKZ
O15530	1UU3
O15530	1UU7
O15530	1UU8
O15530	1UU9
O15530	1UVR
O15530	1W1D
O15530	1W1G
O15530	1W1H
O15530	1Z5M
O15530	2BIY
O15530	2PE0
O15530	2PE1
O15530	2PE2
O15530	2R7B
O15530	2VKI
O15530	2XCH
O15530	2XCK
O15530	3H9O
O15530	3HRC
O15530	3HRF
O15530	3ION
O15530	3IOP
O15530	3NAX
O15530	3NAY
O15530	3NUN
O15530	3NUS
O15530	3NUU
O15530	3NUY
O15530	3ORX
O15530	3ORZ
O15530	3OTU
O15530	3PWY
O15530	3QC4
O15530	3QCQ
O15530	3QCS
O15530	3QCX
O15530	3QCY
O15530	3QD0
O15530	3QD3
O15530	3QD4
O15530	3RCJ
O15530	3RWP
O15530	3RWQ
O15530	3SC1
O15530	4A06
O15530	4A07
O15530	4AW0
O15530	4AW1
O15530	4CT1
O15530	4CT2
O15530	4RQK
O15530	4RQV
O15530	4RRV
O15530	4XX9
O15530	5ACK
O15530	5HKM
O15530	5HNG
O15530	5HO7
O15530	5HO8
O15530	5LVL
O15530	5LVM
O15530	5LVN
O15530	5LVO
O15530	5LVP
O15530	5MRD
O15530	6WJQ
O15530	8DQT
P15735	2Y7J
O75747	2WWE
P42336	2ENQ
P42336	2RD0
P42336	3HHM
P42336	3HIZ
P42336	3ZIM
P42336	4JPS
P42336	4L1B
P42336	4L23
P42336	4L2Y
P42336	4OVU
P42336	4OVV
P42336	4TUU
P42336	4TV3
P42336	4WAF
P42336	4YKN
P42336	4ZOP
P42336	5DXH
P42336	5DXT
P42336	5FI4
P42336	5ITD
P42336	5SW8
P42336	5SWG
P42336	5SWO
P42336	5SWP
P42336	5SWR
P42336	5SWT
P42336	5SX8
P42336	5SX9
P42336	5SXA
P42336	5SXB
P42336	5SXC
P42336	5SXD
P42336	5SXE
P42336	5SXF
P42336	5SXI
P42336	5SXJ
P42336	5SXK
P42336	5UBR
P42336	5UK8
P42336	5UKJ
P42336	5UL1
P42336	5XGH
P42336	5XGI
P42336	5XGJ
P42336	6GVF
P42336	6GVG
P42336	6GVH
P42336	6GVI
P42336	6NCT
P42336	6OAC
P42336	6PYS
P42336	6VO7
P42336	7JIU
P42336	7K6M
P42336	7K6N
P42336	7K6O
P42336	7K71
P42336	7L1B
P42336	7L1C
P42336	7L1D
P42336	7MLK
P42336	7MYN
P42336	7MYO
P42336	7PG5
P42336	7PG6
P42336	7R9V
P42336	7R9Y
P42336	7RRG
P42336	7TZ7
P42336	8BFU
P42336	8DCP
P42336	8DCX
P42336	8DD4
P42336	8DD8
P42336	8EXL
P42336	8EXO
P42336	8EXU
P42336	8EXV
P42336	8GUA
P42336	8GUB
P42336	8GUD
P42336	8OW2
P42336	8SBC
P42336	8SBJ
O00329	5DXU
O00329	5M6U
O00329	5T8F
O00329	5UBT
O00329	5VLR
O00329	6G6W
O00329	6OCO
O00329	6OCU
O00329	6PYR
O00329	6PYU
O00329	7JIS
O00329	7LM2
O00329	7LQ1
O00329	8BCY
P48736	1E8Y
P48736	1E8Z
P48736	1HE8
P48736	2A4Z
P48736	2A5U
P48736	2CHW
P48736	2CHX
P48736	2CHZ
P48736	2V4L
P48736	3APC
P48736	3APD
P48736	3APF
P48736	3CSF
P48736	3CST
P48736	3DBS
P48736	3DPD
P48736	3ENE
P48736	3IBE
P48736	3L08
P48736	3L13
P48736	3L16
P48736	3L17
P48736	3L54
P48736	3LJ3
P48736	3MJW
P48736	3ML8
P48736	3ML9
P48736	3NZS
P48736	3NZU
P48736	3OAW
P48736	3P2B
P48736	3PRE
P48736	3PRZ
P48736	3PS6
P48736	3QAQ
P48736	3QAR
P48736	3QJZ
P48736	3QK0
P48736	3R7Q
P48736	3R7R
P48736	3S2A
P48736	3SD5
P48736	3T8M
P48736	3TJP
P48736	3TL5
P48736	3ZVV
P48736	3ZW3
P48736	4ANU
P48736	4ANV
P48736	4ANW
P48736	4ANX
P48736	4AOF
P48736	4DK5
P48736	4EZJ
P48736	4EZK
P48736	4EZL
P48736	4F1S
P48736	4FA6
P48736	4FAD
P48736	4FHJ
P48736	4FHK
P48736	4FJY
P48736	4FJZ
P48736	4FLH
P48736	4FUL
P48736	4G11
P48736	4GB9
P48736	4HLE
P48736	4HVB
P48736	4J6I
P48736	4KZ0
P48736	4KZC
P48736	4PS3
P48736	4PS7
P48736	4PS8
P48736	4URK
P48736	4WWN
P48736	4WWO
P48736	4WWP
P48736	4XX5
P48736	4XZ4
P48736	5EDS
P48736	5G2N
P48736	5G55
P48736	5JHA
P48736	5JHB
P48736	5KAE
P48736	5OQ4
P48736	5T23
P48736	6AUD
P48736	6C1S
P48736	6FH5
P48736	6GQ7
P48736	6T3B
P48736	6T3C
P48736	6XRL
P48736	6XRM
P48736	6XRN
P48736	7JWE
P48736	7JWZ
P48736	7JX0
P48736	7KKE
P48736	7MEZ
P48736	7Z61
P48736	8DP0
Q9UBF8	2N73
Q9UBF8	4D0L
Q9UBF8	4D0M
Q9UBF8	4WAE
Q9UBF8	4WAG
Q9UBF8	5C46
Q9UBF8	5C4G
Q9UBF8	5EUQ
Q9UBF8	5FBL
Q9UBF8	5FBQ
Q9UBF8	5FBR
Q9UBF8	5FBV
Q9UBF8	5FBW
Q9UBF8	5LX2
Q9UBF8	5NAS
Q9UBF8	6GL3
P11309	1XQZ
P11309	1XR1
P11309	1XWS
P11309	1YHS
P11309	1YI3
P11309	1YI4
P11309	1YWV
P11309	1YXS
P11309	1YXT
P11309	1YXU
P11309	1YXV
P11309	1YXX
P11309	2BIK
P11309	2BIL
P11309	2BZH
P11309	2BZI
P11309	2BZJ
P11309	2BZK
P11309	2C3I
P11309	2J2I
P11309	2O3P
P11309	2O63
P11309	2O64
P11309	2O65
P11309	2OBJ
P11309	2OI4
P11309	2XIX
P11309	2XIY
P11309	2XIZ
P11309	2XJ0
P11309	2XJ1
P11309	2XJ2
P11309	3A99
P11309	3BGP
P11309	3BGQ
P11309	3BGZ
P11309	3BWF
P11309	3C4E
P11309	3CXW
P11309	3CY2
P11309	3CY3
P11309	3DCV
P11309	3F2A
P11309	3JPV
P11309	3JXW
P11309	3JY0
P11309	3JYA
P11309	3MA3
P11309	3QF9
P11309	3R00
P11309	3R01
P11309	3R02
P11309	3R04
P11309	3T9I
P11309	3UIX
P11309	3UMW
P11309	3UMX
P11309	3VBQ
P11309	3VBT
P11309	3VBV
P11309	3VBW
P11309	3VBX
P11309	3VBY
P11309	3VC4
P11309	3WE8
P11309	4A7C
P11309	4ALU
P11309	4ALV
P11309	4ALW
P11309	4AS0
P11309	4BZN
P11309	4BZO
P11309	4DTK
P11309	4ENX
P11309	4ENY
P11309	4GW8
P11309	4I41
P11309	4IAA
P11309	4JX3
P11309	4JX7
P11309	4K0Y
P11309	4K18
P11309	4K1B
P11309	4LL5
P11309	4LM5
P11309	4LMU
P11309	4MBI
P11309	4MBL
P11309	4MTA
P11309	4N6Y
P11309	4N6Z
P11309	4N70
P11309	4RBL
P11309	4RC2
P11309	4RC3
P11309	4RC4
P11309	4RPV
P11309	4TY1
P11309	4WRS
P11309	4WSY
P11309	4WT6
P11309	4XH6
P11309	4XHK
P11309	5C1Q
P11309	5DGZ
P11309	5DHJ
P11309	5DIA
P11309	5DWR
P11309	5EOL
P11309	5IIS
P11309	5IPJ
P11309	5KCX
P11309	5KGD
P11309	5KGE
P11309	5KGG
P11309	5KGI
P11309	5KGK
P11309	5KZI
P11309	5MZL
P11309	5N4N
P11309	5N4O
P11309	5N4R
P11309	5N4U
P11309	5N4V
P11309	5N4X
P11309	5N4Y
P11309	5N4Z
P11309	5N50
P11309	5N51
P11309	5N52
P11309	5N5L
P11309	5N5M
P11309	5NDT
P11309	5O11
P11309	5O12
P11309	5O13
P11309	5TEL
P11309	5TEX
P11309	5TOE
P11309	5TUR
P11309	5V80
P11309	5V82
P11309	5VUA
P11309	5VUB
P11309	5VUC
P11309	6AYD
P11309	6BSK
P11309	6KZI
P11309	6L11
P11309	6L12
P11309	6L13
P11309	6L14
P11309	6L15
P11309	6L16
P11309	6L17
P11309	6MT0
P11309	6NO8
P11309	6NO9
P11309	6PCW
P11309	6PDI
P11309	6PDN
P11309	6PDO
P11309	6PDP
P11309	6QXK
P11309	6VRU
P11309	6VRV
P11309	6YKD
P11309	7OOV
P11309	7OOW
P11309	7OOX
P11309	7QB2
P11309	7QFM
P11309	7XSV
P11309	7ZUN
P11309	8AFR
Q9P1W9	2IWI
Q9P1W9	4X7Q
O60331	2G35
O60331	3H1Z
O60331	3H85
P78356	1BO1
P78356	3WZZ
P78356	3X01
P78356	3X02
P78356	3X03
P78356	3X04
P78356	3X05
P78356	3X06
P78356	3X07
P78356	3X08
P78356	3X09
P78356	3X0A
P78356	3X0B
P78356	3X0C
P78356	6K4G
P78356	6K4H
P78356	7EM1
P78356	7EM2
P78356	7EM3
P78356	7EM4
P78356	7EM5
P78356	7EM6
P78356	7EM7
P78356	7EM8
P78356	7N80
P78356	7N81
Q8TBX8	2GK9
Q8TBX8	7QIE
Q8TBX8	7QPN
Q8TBX8	8BQ4
P17612	2GU8
P17612	3AGL
P17612	3AGM
P17612	3AMA
P17612	3AMB
P17612	3L9L
P17612	3L9M
P17612	3L9N
P17612	3MVJ
P17612	3NX8
P17612	3OOG
P17612	3OVV
P17612	3OWP
P17612	3OXT
P17612	3P0M
P17612	3POO
P17612	3VQH
P17612	4AE6
P17612	4AE9
P17612	4UJ1
P17612	4UJ2
P17612	4UJ9
P17612	4UJA
P17612	4UJB
P17612	4WB5
P17612	4WB6
P17612	4WB7
P17612	4WB8
P17612	5BX6
P17612	5BX7
P17612	5IZF
P17612	5IZJ
P17612	5J5X
P17612	5N23
P17612	5UZK
P17612	6BYR
P17612	6BYS
P17612	6C0U
P17612	6FRX
P17612	6NO7
P17612	6QJ7
P17612	6WJF
P17612	6WJG
P17612	7Y1G
Q99640	3P1A
Q99640	5VCV
Q99640	5VCW
Q99640	5VCX
Q99640	5VCY
Q99640	5VCZ
Q99640	5VD0
Q99640	5VD1
Q99640	5VD3
Q99640	8D6C
Q99640	8D6D
Q99640	8D6E
Q99640	8D6F
Q16512	1CXZ
Q16512	1URF
Q16512	2RMK
Q16512	4NKG
Q16512	4OTD
Q16512	4OTG
Q16512	4OTH
Q16512	4OTI
Q16513	4CRS
Q16513	4RRV
Q16513	6CCY
Q16513	6GBE
P53350	1Q4K
P53350	1Q4O
P53350	1UMW
P53350	2OGQ
P53350	2OJX
P53350	2OU7
P53350	2OWB
P53350	2RKU
P53350	2V5Q
P53350	2YAC
P53350	3BZI
P53350	3C5L
P53350	3FC2
P53350	3FVH
P53350	3HIH
P53350	3HIK
P53350	3KB7
P53350	3P2W
P53350	3P2Z
P53350	3P34
P53350	3P35
P53350	3P36
P53350	3P37
P53350	3Q1I
P53350	3RQ7
P53350	3THB
P53350	4A4L
P53350	4A4O
P53350	4DFW
P53350	4E67
P53350	4E9C
P53350	4E9D
P53350	4H5X
P53350	4H71
P53350	4HAB
P53350	4HCO
P53350	4HY2
P53350	4J52
P53350	4J53
P53350	4LKL
P53350	4LKM
P53350	4O56
P53350	4O6W
P53350	4O9W
P53350	4RCP
P53350	4WHH
P53350	4WHK
P53350	4WHL
P53350	4X9R
P53350	4X9V
P53350	4X9W
P53350	5J19
P53350	5NEI
P53350	5NFU
P53350	5NJE
P53350	5NMM
P53350	5NN1
P53350	5NN2
P53350	5TA6
P53350	5TA8
P53350	6AX4
P53350	6GY2
P53350	7MSO
P53350	7MX1
P53350	8BJT
Q9NYY3	4I5M
Q9NYY3	4I5P
Q9NYY3	4I6B
Q9NYY3	4I6F
Q9NYY3	4I6H
Q9NYY3	4RS6
Q9NYY3	4XB0
Q9H4B4	4B6L
O00444	2N19
O00444	3COK
O00444	4JXF
O00444	4N7V
O00444	4N7Z
O00444	4N9J
O00444	4YUR
O00444	4YYP
O00444	5LHY
O00444	5LHZ
O00444	6N45
O00444	6N46
O00444	6W38
O00444	6W3I
O00444	6W3J
Q05655	1YRK
Q05655	2YUU
Q02156	2WH0
Q02156	5LIH
P24723	2FK9
P24723	3TXO
P24723	8FP1
P24723	8FP3
P41743	1VD2
P41743	1WMH
P41743	1ZRZ
P41743	3A8W
P41743	3A8X
P41743	3ZH8
P41743	5LI1
P41743	5LI9
P41743	5LIH
P41743	6ILZ
Q04759	1XJD
Q04759	2ENJ
Q04759	2ENN
Q04759	2ENZ
Q04759	2JED
Q04759	4Q9Z
Q04759	4RA5
Q04759	5F9E
Q9BZL6	2COA
Q9BZL6	3BGM
Q9BZL6	4NNX
Q9BZL6	4NNY
O94806	2D9Z
Q13976	1ZXA
Q13976	3NMD
Q13976	3OCP
Q13976	3OD0
Q13976	3OGJ
Q13976	4KU7
Q13976	4KU8
Q13976	4QX5
Q13976	4QXK
Q13976	4R4L
Q13976	4R4M
Q13976	4Z07
Q13976	5J48
Q13976	5JAX
Q13976	5JD7
Q13976	5L0N
Q13976	6BDL
Q13976	6BG2
Q13976	6C0T
Q13976	7LV3
Q13976	7MBJ
Q13976	7SSB
Q13976	7T4T
Q13976	7T4U
Q13976	7T4V
Q13976	7T4W
Q13237	5BV6
Q13237	5C6C
Q13237	5C8W
Q13237	5JIX
Q13237	5JIZ
Q13237	6BQ8
P19525	1QU6
P19525	2A19
P19525	2A1A
P19525	3UIU
P19525	6D3K
P19525	6D3L
P19525	7OBK
P19525	7OBL
P19525	8BI7
P19525	8I9J
Q13523	4IAN
Q13523	4IFC
Q13523	4IIR
Q13523	4IJP
Q13523	6CNH
Q13523	6PJJ
Q13523	6PK6
Q13523	6QX9
Q14289	2LK4
Q14289	3CC6
Q14289	3ET7
Q14289	3FZO
Q14289	3FZP
Q14289	3FZR
Q14289	3FZS
Q14289	3FZT
Q14289	3GM1
Q14289	3GM2
Q14289	3GM3
Q14289	3H3C
Q14289	3U3F
Q14289	4EKU
Q14289	4H1J
Q14289	4H1M
Q14289	4R32
Q14289	4XEF
Q14289	4XEK
Q14289	4XEV
Q14289	5TO8
Q14289	5TOB
Q14289	6LF3
Q14289	7PLL
P04049	1C1Y
P04049	1FAQ
P04049	1FAR
P04049	1GUA
P04049	1RFA
P04049	3CU8
P04049	3IQJ
P04049	3IQU
P04049	3IQV
P04049	3KUC
P04049	3KUD
P04049	3NKX
P04049	3O8I
P04049	3OMV
P04049	4FJ3
P04049	4G0N
P04049	4G3X
P04049	4IEA
P04049	4IHL
P04049	6NTC
P04049	6NTD
P04049	6PTS
P04049	6PTW
P04049	6VJJ
P04049	6XGU
P04049	6XGV
P04049	6XHA
P04049	6XHB
P04049	6XI7
P04049	7JHP
P04049	7Z37
P04049	7Z38
P04049	8A68
P04049	8A6F
P04049	8A6H
P04049	8AV0
P04049	8EPW
P04049	8GAE
P04049	8GFT
P07949	2IVS
P07949	2IVT
P07949	2IVU
P07949	2IVV
P07949	2X2K
P07949	2X2L
P07949	2X2M
P07949	2X2U
P07949	4CKI
P07949	4CKJ
P07949	4UX8
P07949	5AMN
P07949	5FM2
P07949	5FM3
P07949	6FEK
P07949	6GL7
P07949	6I82
P07949	6I83
P07949	6NE7
P07949	6NEC
P07949	6NJA
P07949	6Q2J
P07949	6Q2N
P07949	6Q2O
P07949	6Q2R
P07949	6Q2S
P07949	6VHG
P07949	7DU8
P07949	7DU9
P07949	7DUA
P07949	7JU5
P07949	7JU6
P07949	7NZN
P07949	7RUN
Q9BRS2	4OTP
Q9BRS2	6G5I
Q9BRS2	6V0N
Q9BRS2	6ZV6
Q9BRS2	6ZXD
Q9BRS2	6ZXE
Q9BRS2	6ZXF
Q9BRS2	6ZXG
Q9BRS2	6ZXH
Q9BRS2	7BOC
Q9BVS4	5DHF
Q9BVS4	6FDM
Q9BVS4	6FDN
Q9BVS4	6FDO
Q9BVS4	6G18
Q9BVS4	6G51
Q9BVS4	6HK6
Q9BVS4	7VBT
Q9BVS4	7WU0
Q13546	4ITH
Q13546	4ITI
Q13546	4ITJ
Q13546	4NEU
Q13546	5HX6
Q13546	5TX5
Q13546	5V7Z
Q13546	6AC5
Q13546	6C3E
Q13546	6C4D
Q13546	6HHO
Q13546	6NW2
Q13546	6NYH
Q13546	6OCQ
Q13546	6R5F
Q13546	6RLN
Q13546	7CJB
Q13546	7FCZ
Q13546	7FD0
Q13546	7XMK
Q13546	7YDX
O43353	2N7Z
O43353	2N83
O43353	4C8B
O43353	5AR2
O43353	5AR3
O43353	5AR4
O43353	5AR5
O43353	5AR7
O43353	5AR8
O43353	5J79
O43353	5J7B
O43353	5NG0
O43353	5NG2
O43353	5NG3
O43353	5W5J
O43353	5W5O
O43353	5YRN
O43353	6ES0
O43353	6FU5
O43353	6GFJ
O43353	6GGS
O43353	6HMX
O43353	6RN8
O43353	6RNA
O43353	6S1F
O43353	6SZE
O43353	6SZJ
O43353	6UL8
O43353	7OBS
O43353	7OBT
O43353	8AZA
Q13464	1S1C
Q13464	2ESM
Q13464	2ETK
Q13464	2ETR
Q13464	2V55
Q13464	3D9V
Q13464	3NCZ
Q13464	3NDM
Q13464	3O0Z
Q13464	3TV7
Q13464	3TWJ
Q13464	3V8S
Q13464	4L2W
Q13464	4W7P
Q13464	4YVC
Q13464	4YVE
Q13464	5BML
Q13464	5F5P
Q13464	5HVU
Q13464	5KKS
Q13464	5KKT
Q13464	5UZJ
Q13464	5WNE
Q13464	5WNF
Q13464	5WNG
Q13464	5WNH
Q13464	6E9W
Q13464	7JOU
Q13464	7S25
Q13464	7S26
Q13464	8P0S
P08922	3ZBF
P08922	4UXL
P08922	7Z5W
P08922	7Z5X
P23443	3A60
P23443	3A61
P23443	3A62
P23443	3WE4
P23443	3WF5
P23443	3WF6
P23443	3WF7
P23443	3WF8
P23443	3WF9
P23443	4L3J
P23443	4L3L
P23443	4L42
P23443	4L43
P23443	4L44
P23443	4L45
P23443	4L46
P23443	4RLO
P23443	4RLP
P23443	5WBH
P23443	5WBK
P23443	7N91
P23443	7N93
Q96BR1	6EDX
Q9H2G2	2J51
Q9H2G2	2JFL
Q9H2G2	2JFM
Q9H2G2	2UV2
Q9H2G2	4USF
Q9H2G2	6HVD
Q9H2G2	8BEM
Q9NRH2	5YKS
P12931	1A07
P12931	1A08
P12931	1A09
P12931	1A1A
P12931	1A1B
P12931	1A1C
P12931	1A1E
P12931	1FMK
P12931	1HCS
P12931	1HCT
P12931	1KSW
P12931	1O41
P12931	1O42
P12931	1O43
P12931	1O44
P12931	1O45
P12931	1O46
P12931	1O47
P12931	1O48
P12931	1O49
P12931	1O4A
P12931	1O4B
P12931	1O4C
P12931	1O4D
P12931	1O4E
P12931	1O4F
P12931	1O4G
P12931	1O4H
P12931	1O4I
P12931	1O4J
P12931	1O4K
P12931	1O4L
P12931	1O4M
P12931	1O4N
P12931	1O4O
P12931	1O4P
P12931	1O4Q
P12931	1O4R
P12931	1SHD
P12931	1Y57
P12931	1YI6
P12931	1YOJ
P12931	1YOL
P12931	1YOM
P12931	2BDF
P12931	2BDJ
P12931	2H8H
P12931	2SRC
P12931	3VRO
P12931	3ZMP
P12931	3ZMQ
P12931	4F59
P12931	4F5A
P12931	4F5B
P12931	4HXJ
P12931	4K11
P12931	4MXO
P12931	4MXX
P12931	4MXY
P12931	4MXZ
P12931	6ATE
P12931	6C4S
P12931	6E6E
P12931	6EHJ
P12931	7NG7
P12931	7OTE
P12931	7T1U
Q96SB4	1WAK
Q96SB4	1WBP
Q96SB4	3BEG
Q96SB4	4WUA
Q96SB4	5MXX
Q96SB4	5MY8
Q96SB4	5NNG
Q96SB4	5XV7
Q96SB4	6FAD
Q96SB4	7DD1
Q96SB4	7PQS
Q96SB4	7ZKS
P78362	2X7G
P78362	5MYV
P78362	7ZKX
O75716	2BUJ
Q9UEW8	7O86
P43405	1A81
P43405	1CSY
P43405	1CSZ
P43405	1XBA
P43405	1XBB
P43405	1XBC
P43405	3BUW
P43405	3EMG
P43405	3FQE
P43405	3FQH
P43405	3FQS
P43405	3SRV
P43405	3TUB
P43405	3TUC
P43405	3TUD
P43405	3VF8
P43405	3VF9
P43405	4DFL
P43405	4DFN
P43405	4F4P
P43405	4FL1
P43405	4FL2
P43405	4FL3
P43405	4FYN
P43405	4FYO
P43405	4FZ6
P43405	4FZ7
P43405	4GFG
P43405	4I0R
P43405	4I0S
P43405	4I0T
P43405	4PUZ
P43405	4PV0
P43405	4PX6
P43405	4RSS
P43405	4RX7
P43405	4RX8
P43405	4RX9
P43405	4WNM
P43405	4XG2
P43405	4XG3
P43405	4XG4
P43405	4XG6
P43405	4XG7
P43405	4XG8
P43405	4XG9
P43405	4YJO
P43405	4YJP
P43405	4YJQ
P43405	4YJR
P43405	4YJS
P43405	4YJT
P43405	4YJU
P43405	4YJV
P43405	5C26
P43405	5C27
P43405	5CXH
P43405	5CXZ
P43405	5CY3
P43405	5GHV
P43405	5LMA
P43405	5LMB
P43405	5T68
P43405	5TIU
P43405	5TR6
P43405	5TT7
P43405	5Y5T
P43405	5Y5U
P43405	6HM6
P43405	6HM7
P43405	6SSB
P43405	6VOV
P43405	6ZC0
P43405	6ZCP
P43405	6ZCQ
P43405	6ZCR
P43405	6ZCS
P43405	6ZCU
P43405	6ZCX
P43405	6ZCY
P43405	7Q5T
P43405	7Q5U
P43405	7Q5W
P43405	7Q63
P43405	7SA7
P43405	8BI2
O43318	2EVA
O43318	2YIY
O43318	4GS6
O43318	4L3P
O43318	4L52
O43318	4L53
O43318	4O91
O43318	5E7R
O43318	5GJD
O43318	5GJF
O43318	5GJG
O43318	5J7S
O43318	5J8I
O43318	5J9L
O43318	5JGA
O43318	5JGB
O43318	5JGD
O43318	5JH6
O43318	5JK3
O43318	5V5N
O43318	7NTH
O43318	7NTI
Q9H2K8	6BDN
Q9UHD2	4EFO
Q9UHD2	4EUT
Q9UHD2	4EUU
Q9UHD2	4IM0
Q9UHD2	4IM2
Q9UHD2	4IM3
Q9UHD2	4IW0
Q9UHD2	4IWO
Q9UHD2	4IWP
Q9UHD2	4IWQ
Q9UHD2	5EOA
Q9UHD2	5EOF
Q9UHD2	5EP6
Q9UHD2	5W5V
Q9UHD2	6BNY
Q9UHD2	6BOD
Q9UHD2	6BOE
Q9UHD2	6CQ0
Q9UHD2	6CQ4
